location,zip,Unique Neighborhoods,Unique Zip Code,date,time,offenseCatagory,crimeSeverity,uniqueOffenses,severityIndex,offenseType,count,matchingZips
Goose Hollow,97204,,,4/18/20,100,Larceny Offenses,5,,,All Other Larceny,1,
Goose Hollow,97204,,,5/11/20,310,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Goose Hollow,97204,,,5/25/20,50,Vandalism,4,,,Vandalism,1,
Goose Hollow,97204,,,6/23/20,1250,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Goose Hollow,97204,,,9/25/20,430,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Goose Hollow,97204,,,1/2/20,119,Burglary,10,,,Burglary,1,
Goose Hollow,97204,,,1/18/20,255,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Goose Hollow,97204,,,11/5/20,1938,Larceny Offenses,5,,,All Other Larceny,1,
Downtown,97205,,,5/17/20,501,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Downtown,97205,,,7/29/20,536,Larceny Offenses,5,,,All Other Larceny,1,
Downtown,97205,,,9/24/20,218,Robbery,8,,,Robbery,1,
Downtown,97205,,,10/22/20,30,Larceny Offenses,5,,,Theft From Building,1,
Downtown,97205,,,2/29/20,1800,Larceny Offenses,5,,,All Other Larceny,1,
Downtown,97205,,,4/25/20,2300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Downtown,97205,,,8/8/20,30,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Downtown,97205,,,8/11/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Downtown,97205,,,8/24/20,1900,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Downtown,97205,,,9/8/20,1515,Vandalism,4,,,Vandalism,1,
Downtown,97205,,,10/8/20,2130,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Downtown,97205,,,10/11/20,2030,Vandalism,4,,,Vandalism,1,
Downtown,97205,,,7/1/20,1500,Vandalism,4,,,Vandalism,1,
Downtown,97205,,,7/2/20,700,Vandalism,4,,,Vandalism,1,
Downtown,97205,,,11/9/20,1900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Downtown,97205,,,11/23/20,2055,Larceny Offenses,5,,,All Other Larceny,1,
South Burlingame,97219,,,2/25/20,1029,Larceny Offenses,5,,,Theft From Building,1,
South Burlingame,97219,,,4/15/19,1200,Larceny Offenses,5,,,All Other Larceny,1,
Goose Hollow,97204,,,10/15/20,1449,Larceny Offenses,5,,,All Other Larceny,1,
Goose Hollow,97204,,,3/17/20,1800,Burglary,10,,,Burglary,1,
Marshall Park,97219,,,7/25/20,1530,Burglary,10,,,Burglary,1,
Marshall Park,97219,,,7/25/20,1530,Larceny Offenses,5,,,Theft From Building,1,
Marshall Park,97219,,,7/25/20,1530,Vandalism,4,,,Vandalism,1,
Hillsdale,97201,,,1/8/20,1852,Vandalism,4,,,Vandalism,1,
Hillsdale,97201,,,7/24/20,2037,Vandalism,4,,,Vandalism,1,
Hillsdale,97201,,,3/10/20,2000,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hillsdale,97201,,,4/29/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kerns,97232,,,7/16/20,1,Larceny Offenses,5,,,Shoplifting,1,
Kerns,97232,,,10/26/20,1330,Vandalism,4,,,Vandalism,1,
Arbor Lodge,97217,,,2/7/20,1800,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Arbor Lodge,97217,,,4/26/20,2200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Overlook,97227,,,8/29/20,1500,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Arbor Lodge,97217,,,10/17/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Arbor Lodge,97217,,,10/25/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Arbor Lodge,97217,,,4/1/20,1200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Arbor Lodge,97217,,,8/12/20,1900,Vandalism,4,,,Vandalism,1,
Overlook,97227,,,11/28/20,1505,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,4/17/20,115,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,4/30/20,1630,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Overlook,97227,,,3/30/20,100,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Overlook,97227,,,7/9/20,100,Burglary,10,,,Burglary,1,
Arbor Lodge,97217,,,10/10/20,1500,Burglary,10,,,Burglary,1,
Arbor Lodge,97217,,,2/26/20,200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Overlook,97227,,,7/28/20,615,Vandalism,4,,,Vandalism,1,
Overlook,97227,,,11/25/20,0,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,6/9/20,230,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,2/15/20,102,Robbery,8,,,Robbery,1,
Overlook,97227,,,4/19/20,46,Assault Offenses,10,,,Simple Assault,1,
Overlook,97227,,,5/5/20,916,Vandalism,4,,,Vandalism,1,
Overlook,97227,,,5/17/20,512,Assault Offenses,10,,,Aggravated Assault,1,
Overlook,97227,,,6/20/20,540,Robbery,8,,,Robbery,1,
Overlook,97227,,,11/26/20,1905,Vandalism,4,,,Vandalism,1,
Hayden Island,97217,,,1/15/20,2000,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hayden Island,97217,,,1/24/20,918,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Hayden Island,97217,,,2/5/20,1346,Pornography/Obscene Material,1,,,Pornography/Obscene Material,1,
Hayden Island,97217,,,3/15/20,1200,Vandalism,4,,,Vandalism,1,
Hayden Island,97217,,,5/5/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hayden Island,97217,,,5/5/20,515,Larceny Offenses,5,,,Theft From Building,1,
Hayden Island,97217,,,5/9/20,1945,Assault Offenses,10,,,Simple Assault,1,
Hayden Island,97217,,,4/10/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,8/28/20,1600,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,8/26/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hayden Island,97217,,,9/5/20,950,Assault Offenses,10,,,Simple Assault,1,
Hayden Island,97217,,,10/10/20,1658,Weapon Law Violations,6,,,Weapons Law Violations,1,
Hayden Island,97217,,,10/12/20,649,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,10/30/20,1700,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hayden Island,97217,,,11/11/20,1045,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hayden Island,97217,,,4/13/20,2120,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Hayden Island,97217,,,7/16/20,359,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Hayden Island,97217,,,3/12/20,800,Burglary,10,,,Burglary,1,
Hayden Island,97217,,,9/18/20,400,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Hayden Island,97217,,,9/25/20,400,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,11/1/20,100,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,11/26/20,2300,Larceny Offenses,5,,,All Other Larceny,1,
Arbor Lodge,97217,,,4/10/20,225,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Arbor Lodge,97217,,,9/28/20,628,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Overlook,97227,,,10/10/20,1300,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Overlook,97227,,,2/16/20,1210,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Overlook,97227,,,9/28/20,1415,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,10/28/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Eliot,97212,,,2/25/20,1850,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Arbor Lodge,97217,,,9/9/20,1050,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Kenton,97217,,,1/13/20,1200,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,4/26/20,2100,Arson,10,,,Arson,1,
Kenton,97217,,,9/12/20,1300,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,7/12/20,1900,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Overlook,97227,,,7/22/20,1250,Burglary,10,,,Burglary,1,
Overlook,97227,,,8/31/20,0,Vandalism,4,,,Vandalism,1,
Kenton,97217,,,4/30/20,619,Burglary,10,,,Burglary,1,
Overlook,97227,,,4/30/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Overlook,97227,,,5/20/20,2000,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,8/8/20,1000,Larceny Offenses,5,,,All Other Larceny,1,
Overlook,97227,,,6/2/20,2100,Burglary,10,,,Burglary,1,
Overlook,97227,,,1/10/20,2010,Burglary,10,,,Burglary,1,
Overlook,97227,,,9/25/20,730,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Overlook,97227,,,10/30/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Overlook,97227,,,11/16/20,2200,Vandalism,4,,,Vandalism,1,
Overlook,97227,,,6/30/20,1400,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,2/2/20,1656,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,1/25/20,1930,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hayden Island,97217,,,1/4/20,1500,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/4/20,1755,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/10/20,2024,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/18/20,1451,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/31/20,1550,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/2/20,1949,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/4/20,1548,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Hayden Island,97217,,,2/4/20,1548,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hayden Island,97217,,,2/6/20,1626,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/7/20,1639,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/11/20,2108,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/13/20,1935,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/10/20,800,Embezzlement,2,,,Embezzlement,1,
Hayden Island,97217,,,2/14/20,2006,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/16/20,1645,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/16/20,1801,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/18/20,1606,Embezzlement,2,,,Embezzlement,1,
Hayden Island,97217,,,2/23/20,1725,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/23/20,1946,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/29/20,1457,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,3/7/20,1510,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,3/21/20,1457,Robbery,8,,,Robbery,1,
Hayden Island,97217,,,3/30/20,1111,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,4/9/20,823,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Hayden Island,97217,,,4/11/20,2301,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hayden Island,97217,,,5/7/20,1049,Embezzlement,2,,,Embezzlement,1,
Hayden Island,97217,,,6/12/20,830,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,6/25/20,1200,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,7/13/20,1355,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/14/20,1145,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,9/11/20,1642,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/4/20,1400,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Hayden Island,97217,,,10/19/20,1257,Larceny Offenses,5,,,All Other Larceny,1,
Hayden Island,97217,,,10/19/20,1257,Drug/Narcotic Offenses,4,,,Drug/Narcotic Violations,1,
Hayden Island,97217,,,11/9/20,1555,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/3/20,1441,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/22/20,1425,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,1/27/20,1751,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/3/20,1912,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/20/20,1346,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,2/22/20,2130,Larceny Offenses,5,,,Theft From Building,1,
Hayden Island,97217,,,4/7/20,1230,Larceny Offenses,5,,,Theft From Building,1,
Hayden Island,97217,,,4/9/20,1145,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Hayden Island,97217,,,4/3/20,1815,Counterfeiting/Forgery,1,,,Counterfeiting/Forgery,1,
Hayden Island,97217,,,4/14/20,1930,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,5/11/20,1344,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,5/23/20,1924,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/10/20,1830,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/15/20,1740,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/21/20,2124,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/20/20,1947,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/21/20,1932,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/25/20,1639,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,6/24/20,1536,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,5/24/20,2100,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/12/20,2112,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/13/20,2022,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/10/20,1533,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/10/20,1227,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/16/20,1139,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/22/20,2008,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/25/20,1821,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/25/20,1640,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/28/20,1404,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/28/20,1337,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,7/29/20,1505,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/1/20,1558,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/3/20,1450,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/4/20,815,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/7/20,1437,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/8/20,2038,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/13/20,1550,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Hayden Island,97217,,,8/17/20,1815,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,8/5/20,900,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Hayden Island,97217,,,9/3/20,1617,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/3/20,1214,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/17/20,1710,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/18/20,1628,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/18/20,1634,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/30/20,1100,Fraud Offenses,1,,,Identity Theft,1,
Hayden Island,97217,,,10/3/20,1553,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/4/20,1855,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/24/20,1042,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/9/20,1630,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/11/20,1704,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/12/20,1307,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/17/20,1500,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,9/4/20,1319,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/25/20,1420,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/20/20,1926,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,10/28/20,1829,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,11/8/20,1255,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,11/13/20,1034,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,11/16/20,1730,Larceny Offenses,5,,,Shoplifting,1,
Hayden Island,97217,,,11/12/20,1011,Larceny Offenses,5,,,Shoplifting,1,
Kenton,97217,,,1/22/20,1210,Fraud Offenses,1,,,Credit Card/ATM Fraud,1,
Overlook,97227,,,9/9/20,820,Burglary,10,,,Burglary,1,
Overlook,97227,,,9/19/20,1000,Burglary,10,,,Burglary,1,
Overlook,97227,,,9/19/20,1740,Burglary,10,,,Burglary,1,
Overlook,97227,,,9/23/20,445,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Kenton,97217,,,8/13/20,815,Larceny Offenses,5,,,All Other Larceny,1,
Kenton,97217,,,11/25/20,805,Larceny Offenses,5,,,All Other Larceny,1,
Lloyd,97232,,,3/30/20,222,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Lloyd,97232,,,4/22/20,2200,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lloyd,97232,,,11/13/20,630,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Lloyd,97232,,,7/9/20,1248,Vandalism,4,,,Vandalism,1,
Lloyd,97232,,,1/1/20,300,Vandalism,4,,,Vandalism,1,
Lloyd,97232,,,1/29/20,1630,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,1/31/20,600,Larceny Offenses,5,,,Theft From Building,1,
Sullivan's Gulch,97232,,,5/23/20,1700,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,5/24/20,2230,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sullivan's Gulch,97232,,,10/1/20,350,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,1/2/20,950,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,1/2/20,900,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,1/2/20,0,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,1/29/20,0,Burglary,10,,,Burglary,1,
Sullivan's Gulch,97232,,,4/20/20,800,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,5/1/20,1915,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,4/22/20,2200,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,5/29/20,1600,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,6/19/20,550,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,10/1/20,2245,Burglary,10,,,Burglary,1,
Sullivan's Gulch,97232,,,11/24/20,2300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,11/26/20,800,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,11/22/20,1925,Burglary,10,,,Burglary,1,
Sullivan's Gulch,97232,,,11/2/20,1400,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sullivan's Gulch,97232,,,8/22/20,430,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,9/5/20,1515,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,12/15/19,700,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,3/24/20,2000,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,1/14/20,800,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,6/5/20,300,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,7/11/20,300,Vandalism,4,,,Vandalism,1,
Sullivan's Gulch,97232,,,1/14/20,2359,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sullivan's Gulch,97232,,,10/1/20,807,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Sullivan's Gulch,97232,,,2/22/20,2000,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,3/24/20,1323,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,1/24/20,2130,Robbery,8,,,Robbery,1,
Sullivan's Gulch,97232,,,2/2/20,2300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,4/4/20,1700,Fraud Offenses,1,,,False Pretenses/Swindle/Confidence Game,1,
Sullivan's Gulch,97232,,,4/29/20,2330,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sullivan's Gulch,97232,,,7/28/20,2030,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sullivan's Gulch,97232,,,10/21/20,1750,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Sullivan's Gulch,97232,,,2/7/20,1300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,2/26/20,1535,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,4/28/20,1520,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,6/11/20,2330,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,7/15/20,1935,Larceny Offenses,5,,,Theft From Building,1,
Sullivan's Gulch,97232,,,8/1/20,2030,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,8/18/20,1645,Burglary,10,,,Burglary,1,
Sullivan's Gulch,97232,,,9/19/20,2000,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,9/19/20,1300,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,10/16/20,645,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,10/13/20,1700,Larceny Offenses,5,,,Theft From Motor Vehicle,1,
Sullivan's Gulch,97232,,,10/19/20,50,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,6/2/20,403,Larceny Offenses,5,,,All Other Larceny,1,
Sullivan's Gulch,97232,,,9/26/20,1951,Assault Offenses,10,,,Simple Assault,1,
Sullivan's Gulch,97232,,,10/21/20,1100,Burglary,10,,,Burglary,1,
Hollywood,97212,,,1/17/20,1835,Larceny Offenses,5,,,Theft From Building,1,
Hollywood,97212,,,1/22/20,1647,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,3/13/20,1755,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,3/15/20,101,Burglary,10,,,Burglary,1,
Hollywood,97212,,,6/6/20,516,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,6/8/20,418,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,7/21/20,1730,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,10/28/20,1117,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,7/27/20,1420,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,7/29/20,1250,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,8/12/20,1639,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,8/17/20,1250,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,9/5/20,1516,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,10/12/20,1948,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,11/20/20,1420,Larceny Offenses,5,,,Shoplifting,1,
Hollywood,97212,,,4/26/20,1200,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,5/19/20,1712,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,8/15/20,500,Larceny Offenses,5,,,Theft From Building,1,
Hollywood,97212,,,1/7/20,700,Vandalism,4,,,Vandalism,1,
Hollywood,97212,,,4/28/20,1430,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,5/5/20,1650,Larceny Offenses,5,,,Theft From Building,1,
Hollywood,97212,,,6/7/20,1210,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,9/30/20,1245,Larceny Offenses,5,,,All Other Larceny,1,
Hollywood,97212,,,3/14/20,32,Burglary,10,,,Burglary,1,
Hollywood,97212,,,3/14/20,607,Burglary,10,,,Burglary,1,
Hollywood,97212,,,5/30/20,315,Burglary,10,,,Burglary,1,
Hollywood,97212,,,10/16/20,1611,Assault Offenses,10,,,Simple Assault,1,
Hollywood,97212,,,7/30/20,710,Larceny Offenses,5,,,Theft of Motor Vehicle Parts or Accessories,1,
Hollywood,97212,,,2/18/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,8/2/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,10/5/20,2100,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
Hollywood,97212,,,10/15/20,1200,Motor Vehicle Theft,10,,,Motor Vehicle Theft,1,
